Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Firearm Used Flag,Location
KC19087616,11/15/2019,16:53,05/24/2019,12:49,,,Assault (Non-Aggravated),,,144,1300  BRUSH CREEK BLVD,KANSAS CITY,64111,PJ3714,CPD,N,VIC,B,M,30,false,
KC19069465,09/12/2019,00:20,09/12/2019,00:20,,,Possession/Sale/Distribution of a Controlled Substance,,,233,2100  E 83RD TER,KANSAS CITY,64131,,MPD,N,ARR CHA SUS,B,M,31,false,
KC19088079,11/17/2019,16:14,11/16/2019,10:00,,,Burglary (Residential),,,234,6900  WORNALL RD,KANSAS CITY,64113,,MPD,N,VIC,W,M,53,false,"6900  WORNALL RD
KANSAS CITY 64113
(39.003592, -94.593528)"
KC19088153,11/18/2019,01:27,11/18/2019,01:27,,,Trespass of Real Property,90J,Trespass of Real Property,313,3200  INDEPENDENCE AVE,KANSAS CITY,64123,,EPD,N,ARR CHA SUS,B,M,28,false,
KC19088327,11/18/2019,10:47,11/18/2019,10:47,,,Recovered Property,,,115,2300  HOLMES ST,KANSAS CITY,,,CPD,N,SUS,B,M,43,false,"2300  HOLMES ST
KANSAS CITY
(39.084583, -94.575809)"
KC19063735,08/22/2019,22:32,08/22/2019,22:30,,,Property Damage,13B,Simple Assault,543,7200  E 112TH ST,KANSAS CITY,,PJ7104,SPD,N,VIC,W,M,,false,"7200  E 112TH ST
KANSAS CITY
(38.920646, -94.506738)"
KC19088519,11/19/2019,09:55,11/19/2019,09:55,,,Domestic Violence Assault (Non-Aggravated),90Z,All Other Offenses,344,5900  E 40TH TER,KANSAS CITY,64130,,EPD,Y,ARR CHA SUS,B,M,24,false,
KC19088577,11/19/2019,14:13,09/20/2019,17:00,09/21/2019,08:00,Stolen Auto,240,Motor Vehicle Theft,123,1600  E 12TH ST,KANSAS CITY,64108,,CPD,N,VIC,B,M,52,false,
KC19089046,11/21/2019,08:21,11/21/2019,00:01,11/21/2019,03:00,Stolen Auto,240,Motor Vehicle Theft,113,1900  MCGEE ST,KANSAS CITY,64106,PJ1627,CPD,N,VIC,W,M,31,false,
KC19089139,11/21/2019,12:49,11/21/2019,12:49,,,Outside State Warrant Arrest,,,411,100  NW HARLEM,KANSAS CITY,,,NPD,N,SUS,W,M,34,false,"100  NW HARLEM
KANSAS CITY
(39.117421, -94.587877)"
KC19089335,11/22/2019,09:14,11/22/2019,09:14,,,Stealing – Shoplift,23C,Shoplifting,313,3200  INDEPENDENCE AVE,KANSAS CITY,64123,,EPD,N,SUS,B,M,,false,
KC19089401,11/22/2019,11:02,11/22/2019,12:35,11/22/2019,14:30,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,,,OSPD,N,ARR CHA,B,M,45,false,
KC19089649,11/23/2019,14:44,11/23/2019,:,,,Stolen Auto,240,Motor Vehicle Theft,323,E 26TH ST and BENTON BLVD,KANSAS CITY,64127,PJ2109,EPD,N,VIC,W,F,24,false,
KC19057055,07/30/2019,15:40,07/30/2019,15:10,,,Identity Theft,26F,Identity Theft,224,1600  CITADEL DR,KANSAS CITY,64110,,MPD,N,VIC,B,M,43,false,"1600  CITADEL DR
KANSAS CITY 64110
(39.016483, -94.567179)"
KC19068453,09/08/2019,17:31,09/08/2019,17:31,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,113,W 14TH ST and BALTIMORE AVE,KANSAS CITY,64105,PJ1163,CPD,Y,VIC,W,F,24,false,
KC19090162,11/25/2019,16:54,11/25/2019,16:54,,,Vehicular – Injury,,,321,E TRUMAN RD and CLEVELAND AVE,KANSAS CITY,64127,PJ1374,EPD,N,ARR CHA VDR,B,M,47,false,
KC19090355,11/26/2019,12:00,11/26/2019,12:00,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,314,400  JACKSON AVE,KANSAS CITY,64123,PJ0500,EPD,Y,ARR CHA SUS,B,M,31,false,
KC19090389,11/26/2019,14:43,11/26/2019,14:43,,,City/Municipal Warrant Arrest,,,211,E 49TH ST and WALROND AVE,KANSAS CITY,64130,PJ3990,MPD,N,ARR SUS,B,F,48,false,
KC19090669,11/27/2019,15:04,10/25/2019,12:00,11/22/2019,12:00,Stealing – Shoplift,23C,Shoplifting,234,8500  STATE LINE RD,KANSAS CITY,64114,,MPD,N,ARR CHA SUS,,M,19,false,
KC19090817,11/28/2019,08:27,11/28/2019,09:21,,,State Warrant Arrest,,,509,00  NE TUDOR RD,LEE'S SUMMIT,64086,,SPD,N,ARR CHA SUS,B,M,29,false,
KC19090823,11/28/2019,09:33,11/28/2019,09:10,,,Forgery,250,Counterfeiting / Forgery,141,3100  GILLHAM RD,KANSAS CITY,64111,,CPD,N,SUS,B,M,,false,
KC19091060,11/29/2019,12:03,11/29/2019,12:43,11/29/2019,12:44,Stealing – Shoplift,,,231,7900  STATE LINE RD,KANSAS CITY,64114,,MPD,N,SUS,B,M,25,false,
KC19091096,11/29/2019,16:42,11/29/2019,16:30,,,Stealing – Shoplift,,,422,9100  NW SKYVIEW AVE,KANSAS CITY,64153,PP0285,NPD,N,SUS,B,F,30,false,
KC19091135,11/29/2019,20:20,11/29/2019,20:20,11/29/2019,20:20,Stealing – Shoplift,90J,Trespass of Real Property,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,VIC,,,,false,
KC19091169,11/29/2019,23:17,11/29/2019,23:17,,,Outside State Warrant Arrest,,,324,SPRUCE AVE and E 26TH ST,KANSAS CITY,,PJ2131,EPD,N,ARR CHA SUS,B,M,29,false,
KC19091211,11/30/2019,08:26,11/30/2019,00:01,11/30/2019,08:29,Property Damage,,,633,2000  NE 49TH ST,KANSAS CITY,,,SCP,N,VIC,W,M,63,false,"2000  NE 49TH ST
KANSAS CITY
(39.183292, -94.555927)"
KC19091404,12/01/2019,07:30,12/01/2019,06:56,12/01/2019,07:30,Stolen Auto,280,Stolen Property Offenses,345,11600  E US 40 HWY E,KANSAS CITY,64133,,EPD,N,SUS,,F,34,false,
KC19091630,12/02/2019,09:12,12/02/2019,09:12,,,Obstructing and Resisting an Officer,90Z,All Other Offenses,212,6300  BLUE PKWY,KANSAS CITY,64130,PJ4111,MPD,N,ARR CHA SUS,B,M,29,false,
KC19091651,12/02/2019,11:20,11/29/2019,21:00,,,Stealing – Other,280,Stolen Property Offenses,123,1800  PASEO,KANSAS CITY,64106,,CPD,N,VIC,B,M,25,false,
KC19062698,08/19/2019,16:01,08/19/2019,16:02,08/19/2019,19:20,Murder,09A,Murder,213,5200  SYCAMORE AVE,KANSAS CITY,,,MPD,N,SUS,B,M,31,true,"5200  SYCAMORE AVE
KANSAS CITY
(39.029599, -94.491833)"
KC19067370,09/04/2019,17:18,09/04/2019,17:27,09/04/2019,17:45,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,234,CABLE RD and 95 ST,KANSAS CITY,,,MPD,Y,VIC SUS,B,M,33,false,
KC19092125,12/03/2019,21:48,12/03/2019,21:48,,,Robbery (Armed Street),120,Robbery,423,300  NW 96TH ST,KANSAS CITY,64155,,NPD,N,VIC,W,M,25,true,
KC19092308,12/04/2019,14:55,12/04/2019,14:37,,,Arson,200,Arson,315,6000  GLADSTONE BLVD,KANSAS CITY,64124,PJ0171,EPD,N,VIC,W,F,53,false,
KC19062247,08/18/2019,00:37,08/18/2019,00:37,,,Stealing from Auto (Theft from Auto),280,Stolen Property Offenses,221,57 ST and TROOST AVE,KANSAS CITY,64110,,MPD,N,VIC,B,M,28,false,
KC19092809,12/06/2019,13:10,12/04/2019,06:37,12/04/2019,09:15,Harassment / Intimidation - Sex Crimes,,,112,E 11TH ST and OAK ST,KANSAS CITY,64106,PJ0949,CPD,N,CHA SUS,W,M,43,false,
KC19092897,12/06/2019,17:33,12/06/2019,17:38,,,Assault (Aggravated),,,213,435 HWY and EASTWOOD TRFY,KANSAS CITY,64129,,MPD,N,SUS,B,M,,false,
KC19093099,12/07/2019,14:07,12/07/2019,14:07,,,Property Damage,290,Vandalism/Destruction of Property,312,1000  N CAMBRIDGE AVE,KANSAS CITY,64120,PJ0071,EPD,N,ARR CHA SUS,W,F,23,false,
KC19093129,12/07/2019,16:39,12/07/2019,16:00,12/07/2019,17:00,Disorderly Conduct,90C,Disorderly Conduct,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,ARR CHA SUS,W,M,24,false,
KC19093280,12/08/2019,09:15,12/08/2019,10:30,12/08/2019,11:08,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,,,OSPD,Y,ARR CHA,W,M,34,false,
KC19093350,12/08/2019,17:38,12/08/2019,17:34,,,Robbery (Armed Street),120,Robbery,122,12 ST and BROOKLYN AVE,KANSAS CITY,64127,,CPD,N,SUS,B,M,,true,
KC19093392,12/08/2019,22:13,12/08/2019,22:13,,,State Warrant Arrest,,,636,3600  N RANDOLPH RD,KANSAS CITY,64161,,SCP,N,ARR CHA,B,M,29,false,
KC19093673,12/09/2019,20:25,12/09/2019,20:23,,,Robbery (Strong Armed Street),120,Robbery,123,E 13TH ST and VINE ST,KANSAS CITY,64106,PJ1180,CPD,N,ARR SUS,B,M,,true,
KC19054782,07/22/2019,12:20,07/21/2019,:,,,Stealing – Shoplift,23C,Shoplifting,535,1700  W 133RD ST,KANSAS CITY,64145,PJ7404,SPD,N,SUS,W,F,,false,"1700  W 133RD ST
KANSAS CITY 64145
(38.886576, -94.605578)"
KC19094000,12/11/2019,06:07,12/11/2019,06:00,,,Stolen Auto,,,134,S JEFFERSON ST and E 46TH ST,KANSAS CITY,64111,,CPD,N,VIC,W,M,24,false,
KC19060243,08/11/2019,01:38,08/11/2019,01:38,,,Vehicular – Injury Hit and Run,,,241,E GREGORY BLVD and S BRUCE R WATKINS ST,KANSAS CITY,64131,,MPD,N,ARR CHA VDR,W,M,33,false,
KC19054245,07/20/2019,01:12,07/20/2019,01:12,,,Miscellaneous Investigation,,,113,400  E 12 ST,KANSAS CITY,,,,N,VIC,U,M,,false,"400  E 12 ST
KANSAS CITY
(39.099792, -94.578559)"
KC19094236,12/11/2019,18:40,12/11/2019,23:00,,,City/Municipal Warrant Arrest,,,999,1100  E 77TH TER,PLATTE CITY,,,OSPD,N,ARR CHA SUS,W,F,54,false,
KC19094362,12/12/2019,12:35,12/12/2019,12:00,,,Stolen Auto,240,Motor Vehicle Theft,231,7900  STATE LINE RD,KANSAS CITY,64114,,MPD,N,SUS,W,F,35,false,
KC19064673,08/26/2019,11:36,01/01/1973,12:00,,,Rape - Juvenile,36B,Statutory Rape,413,4900  NW 62ND ST,KANSAS CITY,64151,PP0665,NPD,N,SUS,W,M,,false,"4900  NW 62ND ST
KANSAS CITY 64151
(39.207678, -94.63768)"
KC19094559,12/13/2019,10:13,12/12/2019,01:00,12/12/2019,06:10,Unfounded,240,Motor Vehicle Theft,122,2600  28,KANSAS CITY,64109,,CPD,N,VIC,W,F,29,false,
KC19094575,12/13/2019,11:16,12/12/2019,17:50,,,Miscellaneous Investigation,,,541,11900  S TROOST,KANSAS CITY,,,SPD,N,VIC,U,F,86,false,
KC19094637,12/09/2019,14:47,12/09/2019,14:47,,,Promoting Prostitution,,,232,1100  E 67TH ST,KANSAS CITY,,PJ5110,MPD,N,SUS,B,M,40,false,"1100  E 67TH ST
KANSAS CITY
(39.006022, -94.574943)"
KC19094722,12/13/2019,19:01,12/13/2019,18:59,,,Stealing – Shoplift,,,242,7500  PROSPECT AVE,KANSAS CITY,64130,PJ5711,MPD,N,SUS,B,M,,false,
KC19094991,12/14/2019,20:31,12/14/2019,20:31,,,Recovered Stolen Auto,,,131,W 40TH ST and HOLLY ST,KANSAS CITY,64111,PJ3169,CPD,N,VIC,U,F,34,false,
KC19095076,12/15/2019,09:09,12/06/2019,12:00,12/07/2019,12:00,Stealing – Other,280,Stolen Property Offenses,115,2300  MCGEE ST,KANSAS CITY,64106,PJ1867,CPD,N,VIC,W,M,69,false,
KC19054760,07/22/2019,10:45,07/18/2019,16:00,07/21/2019,16:00,Loss,,,414,6400  NW REVERE DR,KANSAS CITY,64151,PP0632,NPD,N,VIC,W,F,86,false,"6400  NW REVERE DR
KANSAS CITY 64151
(39.211629, -94.650284)"
KC19069634,09/12/2019,15:02,09/12/2019,15:03,,,Stealing – Other,23H,All Other Larceny,223,5500  JAUDON AVE,KANSAS CITY,,PJ4498,MPD,Y,SUS,B,F,35,false,"5500  JAUDON AVE
KANSAS CITY
(39.026312, -94.550036)"
KC19055407,07/24/2019,14:32,07/24/2019,14:12,,,Fraud / Stealing Through Deceit (Scam/Confidence Game),,,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,VIC,,,,false,
KC19096100,12/18/2019,22:55,12/18/2019,22:55,,,Alcohol Influence Report,90D,Driving Under the Influence,314,INDEPENDENCE AVE and SPRUCE AVE,KANSAS CITY,64124,PJ0607,EPD,N,ARR CHA SUS,W,M,50,false,
KC19069420,09/11/2019,20:14,09/11/2019,19:31,,,Robbery (Armed Street),120,Robbery,211,3200  E 51ST ST,KANSAS CITY,,,MPD,N,VIC,B,M,38,true,"3200  E 51ST ST
KANSAS CITY
(39.033505, -94.547812)"
KC19096274,12/19/2019,16:17,12/19/2019,16:17,,,Robbery (Business),120,Robbery,134,100  NICHOLS RD,KANSAS CITY,64112,,CPD,N,SUS,B,M,31,true,"100  NICHOLS RD
KANSAS CITY 64112
(39.041804, -94.589113)"
KC19096338,12/19/2019,12:09,12/19/2019,21:19,,,Recovered Stolen Auto,,,341,1400  OAKLEY AVE,KANSAS CITY,,PJ1307,EPD,N,VIC,U,U,,false,"1400  OAKLEY AVE
KANSAS CITY
(39.095359, -94.517003)"
KC19096796,12/21/2019,18:46,12/21/2019,18:48,,,Service of a Full Order of Protection,,,213,7500  E 50TH TER,KANSAS CITY,64133,PJ4144,MPD,N,ARR CHA,B,M,38,false,
KC19096834,12/22/2019,00:05,12/21/2019,22:00,12/21/2019,22:00,Stealing – Shoplift,23C,Shoplifting,345,11600  E US 40 HWY E,KANSAS CITY,64133,,EPD,N,VIC,,,,false,
KC19096966,12/22/2019,14:13,12/18/2019,11:30,,,Burglary (Residential),290,Vandalism/Destruction of Property,311,300  ASKEW AVE,KANSAS CITY,64123,PJ0387,EPD,N,SUS,B,M,,false,
KC19097007,12/22/2019,19:33,12/22/2019,19:33,,,Outside State Warrant Arrest,,,345,4100  BLUE RIDGE CTOF,KANSAS CITY,64133,PJ3492,EPD,N,ARR,W,M,37,false,
KC19097039,12/22/2019,22:28,12/22/2019,22:28,,,Assault (Non-Aggravated),,,332,3300  MONROE AVE,KANSAS CITY,64130,PJ2746,EPD,N,SUS,B,F,,false,
KC19058302,08/04/2019,10:17,08/04/2019,10:22,,,City/Municipal Warrant Arrest,,,311,200  N MEMORIAL DR,INDEPENDENCE,64050,,EPD,N,ARR CHA SUS,B,M,34,false,"200  N MEMORIAL DR
INDEPENDENCE 64050
(39.092706, -94.413165)"
KC19068903,09/10/2019,09:42,09/09/2019,12:00,09/09/2019,12:00,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,211,E 51ST ST and AGNES AVE,KANSAS CITY,64130,PJ4070,MPD,N,VIC,W,F,21,false,
KC19060715,08/12/2019,20:12,08/12/2019,19:00,,,Vehicular – Non-Injury Hit and Run,290,Vandalism/Destruction of Property,411,00  NW 44TH ST,KANSAS CITY,64116,PC1090,NPD,N,VIC,W,F,71,false,
KC19097781,12/26/2019,13:41,12/26/2019,13:35,12/26/2019,14:00,Trespass of Real Property,90J,Trespass of Real Property,345,11600  E US 40 HWY E,KANSAS CITY,64133,,EPD,N,ARR CHA SUS,W,M,59,false,
KC19097809,12/26/2019,15:35,12/26/2019,15:35,,,Stealing – Shoplift,23H,All Other Larceny,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,VIC,,,,false,
KC19059275,08/07/2019,17:28,08/07/2019,17:28,,,Assault (Aggravated),23D,Theft From Building,144,4500  PASEO,KANSAS CITY,64110,PJ3641,CPD,N,VIC,B,M,,false,"4500  PASEO
KANSAS CITY 64110
(39.044969, -94.568097)"
KC19097972,12/27/2019,09:01,12/27/2019,10:35,12/27/2019,11:45,Stealing – Other,,,321,2900  E 13TH ST,KANSAS CITY,64106,PJ1157,EPD,N,SUS,W,M,,false,
KC19098177,12/27/2019,23:00,12/27/2019,22:30,,,City/Municipal Warrant Arrest,,,999,00  NE TUDOR RD,LEES SUMMIT,64086,,OSPD,N,ARR CHA SUS,B,M,18,false,
KC19098224,12/28/2019,10:33,12/21/2019,12:33,,,Identity Theft,,,415,8700  N HICKORY ST,KANSAS CITY,64118,,NPD,N,VIC,W,F,28,false,
KC19098382,12/29/2019,03:20,12/29/2019,03:17,,,Property Damage,,,213,5100  BLUE RIDGE CTOF,KANSAS CITY,64129,PJ4246,MPD,N,VIC,,,,false,
KC19098434,12/29/2019,12:05,12/29/2019,00:05,12/29/2019,11:30,Property Damage,,,531,5600  E 98 ST,KANSAS CITY,64137,,SPD,N,VIC,,,,false,
KC19098497,12/29/2019,17:12,12/29/2019,12:00,,,Stealing – Purse Snatch,90Z,All Other Offenses,344,0  ARROWHEAD DR,KANSAS CITY,64129,PJ3281,EPD,N,CMP VIC,W,F,25,false,
KC19098539,12/29/2019,21:54,12/29/2019,21:54,,,Domestic Violence Assault (Non-Aggravated),90Z,All Other Offenses,223,5500  WABASH AVE,KANSAS CITY,64131,,MPD,Y,VIC SUS,B,F,23,false,
KC19098691,12/30/2019,15:29,12/30/2019,15:25,,,Vehicular – Non-Injury,,,641,NE M 152 HWY and N BOOTH AVE,KANSAS CITY,64158,,SCP,N,ARR CHA,W,F,,false,
KC19034755,05/11/2019,23:19,05/11/2019,23:31,05/11/2019,23:54,Disorderly Conduct,90C,Disorderly Conduct,141,900  E ARMOUR BLVD,KANSAS CITY,64109,,CPD,N,ARR CHA SUS,B,M,59,false,"900  E ARMOUR BLVD
KANSAS CITY 64109
(39.063278, -94.573336)"
KC19023205,03/31/2019,00:49,03/31/2019,08:31,,,Stealing from Building/Residence,23D,Theft From Building,211,3700  E 51ST ST,KANSAS CITY,64130,PJ4041,MPD,N,CMP VIC,B,F,25,false,"3700  E 51ST ST
KANSAS CITY 64130
(39.032892, -94.53573)"
KC19029336,04/22/2019,14:29,03/29/2019,14:00,04/19/2019,14:00,Stealing from Building/Residence,23D,Theft From Building,344,3600  MANCHESTER TRFY,KANSAS CITY,64129,PJ2966,EPD,N,VIC,,,,false,"3600  MANCHESTER TRFY
KANSAS CITY 64129
(39.060037, -94.501574)"
KC19021779,03/25/2019,22:02,03/25/2019,22:15,,,Property Damage,290,Vandalism/Destruction of Property,133,4300  MAIN ST,KANSAS CITY,64111,,CPD,N,VIC,,,,false,"4300  MAIN ST
KANSAS CITY 64111
(39.049142, -94.586538)"
KC19034485,05/10/2019,20:53,05/10/2019,21:00,05/10/2019,21:45,Trespass of Real Property,90J,Trespass of Real Property,224,1600  E 63RD ST,KANSAS CITY,64130,,MPD,N,VIC,,,,false,
KC19037029,05/20/2019,00:02,05/20/2019,00:02,,,Alcohol Influence Report,35A,Drug / Narcotic Violations,212,E BLUE PKWY and N EASTWOOD TRFY,KANSAS CITY,64129,,MPD,N,ARR CHA SUS VDR,B,F,46,false,
KC19036948,05/19/2019,18:51,05/19/2019,16:00,05/19/2019,18:30,Property Damage,290,Vandalism/Destruction of Property,414,8100  NW ROANRIDGE RD,KANSAS CITY,64151,PP0402,NPD,N,VIC,W,M,45,false,"8100  NW ROANRIDGE RD
KANSAS CITY 64151
(39.240456, -94.658045)"
KC19022037,03/26/2019,20:12,03/26/2019,20:12,,,Robbery (Residential),290,Vandalism/Destruction of Property,635,4300  N CORRINGTON AVE,KANSAS CITY,64117,PC1130,SCP,N,VIC,W,F,22,false,"4300  N CORRINGTON AVE
KANSAS CITY 64117
(39.170315, -94.49537)"
KC19019969,03/19/2019,08:57,03/17/2019,04:13,,,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,411,3900  N CENTRAL ST,KANSAS CITY,64116,PC1248,NPD,N,CMP VIC,W,M,55,false,"3900  N CENTRAL ST
KANSAS CITY 64116
(39.164765, -94.583578)"
KC19031358,04/30/2019,00:43,04/30/2019,00:15,,,Assault (Non-Aggravated),13B,Simple Assault,421,8100  NW PRAIRIE VIEW RD,KANSAS CITY,64151,,NPD,N,VIC,B,M,43,false,"8100  NW PRAIRIE VIEW RD
KANSAS CITY 64151
(39.24107, -94.658828)"
KC19036799,05/19/2019,00:11,05/19/2019,00:11,,,Domestic Violence Property Damage,290,Vandalism/Destruction of Property,323,2300  MONROE AVE,KANSAS CITY,64127,PJ1939,EPD,Y,VIC,W,F,42,false,"2300  MONROE AVE
KANSAS CITY 64127
(39.083909, -94.539461)"
KC19036462,05/17/2019,12:34,05/17/2019,11:00,05/17/2019,12:00,Burglary (Residential),220,Burglary/Breaking and Entering,313,800  CLEVELAND AVE,KANSAS CITY,64124,PJ0892,EPD,N,VIC,W,F,26,false,"800  CLEVELAND AVE
KANSAS CITY 64124
(39.102914, -94.537369)"
KC19026244,04/10/2019,20:53,04/10/2019,20:53,04/10/2019,22:51,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,635,4000  N BELLAIRE AVE,KANSAS CITY,64117,PC1230,SCP,Y,ARR CHA SUS,W,F,28,false,"4000  N BELLAIRE AVE
KANSAS CITY 64117
(39.166139, -94.510809)"
KC19026694,04/12/2019,15:58,02/28/2019,21:46,02/28/2019,21:51,Stealing – Shoplift,23C,Shoplifting,634,5300  N CHOUTEAU TRFY,KANSAS CITY,64119,PC0788,SCP,N,VIC,,,,false,
KC19028220,04/18/2019,09:19,04/18/2019,08:30,04/18/2019,08:35,Possession/Sale/Distribution of a Controlled Substance,35A,Drug / Narcotic Violations,122,1100  TROOST AVE,KANSAS CITY,64106,PJ1046,CPD,N,ARR CHA SUS,B,M,22,false,"1100  TROOST AVE
KANSAS CITY 64106
(39.10068, -94.569846)"
KC19026550,04/12/2019,06:28,04/11/2019,20:00,04/12/2019,06:00,Stolen Auto,240,Motor Vehicle Theft,243,7300  JACKSON AVE,KANSAS CITY,64132,PJ5594,MPD,N,VIC,B,M,76,false,"7300  JACKSON AVE
KANSAS CITY 64132
(38.993438, -94.53843)"
KC19035493,05/14/2019,16:03,04/08/2019,17:15,05/11/2019,12:00,Forgery,250,Counterfeiting / Forgery,113,00  E 13TH ST,KANSAS CITY,64106,,CPD,N,VIC,B,F,50,false,
KC19030546,04/26/2019,14:44,04/26/2019,14:44,,,Trespass of Real Property,90J,Trespass of Real Property,542,9500  BLUE RIDGE BLVD,KANSAS CITY,64134,PJ6586,SPD,N,VIC,,,,false,"9500  BLUE RIDGE BLVD
KANSAS CITY 64134
(38.952046, -94.507982)"
KC19032460,05/03/2019,16:35,05/03/2019,16:35,,,Forgery,250,Counterfeiting / Forgery,221,4900  MAIN ST,KANSAS CITY,64112,PJ3911,MPD,N,VIC,,,,false,"4900  MAIN ST
KANSAS CITY 64112
(39.037827, -94.587193)"
KC19033430,05/07/2019,11:25,04/18/2019,10:51,,,Stealing – Shoplift,26A,False Pretenses / Swindle,422,8900  N GREEN HILLS RD,KANSAS CITY,64154,,NPD,N,SUS,W,F,35,false,"8900  N GREEN HILLS RD
KANSAS CITY 64154
(39.255632, -94.630947)"
KC19023242,03/31/2019,12:50,03/31/2019,12:50,,,Possession/Sale/Distribution of a Controlled Substance,35A,Drug / Narcotic Violations,545,10400  BLUE RIDGE BLVD,KANSAS CITY,64134,PJ6837,SPD,N,SUS,W,M,27,false,"10400  BLUE RIDGE BLVD
KANSAS CITY 64134
(38.935593, -94.508366)"
KC19034201,05/09/2019,17:50,05/09/2019,17:50,05/09/2019,17:50,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA,W,F,32,false,
KC19029273,04/22/2019,06:44,04/22/2019,06:43,,,City/Municipal Warrant Arrest,,,641,6800  NE PLEASANT VALLEY RD,KANSAS CITY,64119,PC0579,SCP,N,ARR CHA,W,M,45,false,"6800  NE PLEASANT VALLEY RD
KANSAS CITY 64119
(39.21658, -94.499004)"
KC19026293,04/11/2019,03:36,04/11/2019,03:36,,,Disorderly Conduct,90C,Disorderly Conduct,322,4900  E 23RD ST,KANSAS CITY,,PJ1882,EPD,N,ARR CHA SUS,B,M,53,false,"4900  E 23RD ST
KANSAS CITY
(39.083498, -94.526429)"
KC19022395,03/27/2019,23:38,03/27/2019,23:38,,,Assault (Non-Aggravated),13B,Simple Assault,312,5400  E 11TH ST,KANSAS CITY,64127,PJ1079,EPD,N,ARR CHA SUS,W,F,23,false,"5400  E 11TH ST
KANSAS CITY 64127
(39.098976, -94.519096)"
KC19022715,03/29/2019,07:49,03/28/2019,23:45,03/29/2019,07:15,Burglary (Residential),220,Burglary/Breaking and Entering,642,9800  N HIGHLAND TER,KANSAS CITY,64155,PC0224,SCP,N,CMP VIC,W,M,47,false,"9800  N HIGHLAND TER
KANSAS CITY 64155
(39.270979, -94.558431)"
KC19036364,05/17/2019,11:23,05/17/2019,11:23,,,State Warrant Arrest,,,123,E 29TH ST and PASEO,KANSAS CITY,,PJ2325,CPD,N,ARR CHA SUS VPA,B,M,51,false,"E 29TH ST and PASEO
KANSAS CITY
(39.073954, -94.566669)"
KC19026370,04/11/2019,13:04,04/08/2019,11:30,04/11/2019,13:06,Attempt to Locate Motor Vehicle,90Z,All Other Offenses,115,2800  CAMPBELL ST,KANSAS CITY,64109,PJ2293,CPD,N,SUS,W,M,51,false,"2800  CAMPBELL ST
KANSAS CITY 64109
(39.076288, -94.57458)"
KC19026591,04/12/2019,10:10,04/11/2019,16:30,04/12/2019,09:30,Stealing from Auto (Auto Part or Accessory),23G,Theft of Vehicle Parts and Accessories,641,5700  NE 62ND ST,KANSAS CITY,64119,PC0607,SCP,N,VIC,W,M,45,false,"5700  NE 62ND ST
KANSAS CITY 64119
(39.205862, -94.512981)"
KC19022132,03/27/2019,08:22,04/28/2018,18:00,,,Sexual Misconduct,26C,Impersonation,115,2000  MAIN ST,KANSAS CITY,64108,PJ1689,CPD,N,SUS,W,M,25,false,"2000  MAIN ST
KANSAS CITY 64108
(39.088753, -94.583732)"
KC19030611,04/26/2019,18:09,04/24/2019,11:00,04/24/2019,14:00,Abuse of a Child,13B,Simple Assault,421,6800  NW 83RD TER,KANSAS CITY,64152,,NPD,N,SUS,,M,36,false,"6800  NW 83RD TER
KANSAS CITY 64152
(39.245968, -94.661574)"
KC19023800,04/02/2019,11:54,04/02/2019,11:54,,,Trespass of Real Property,90J,Trespass of Real Property,412,1200  NW 57TH ST,KANSAS CITY,,,,N,ARR SUS,W,F,37,false,"1200  NW 57TH ST
KANSAS CITY
(39.198765, -94.592422)"
KC19028149,04/17/2019,22:01,04/16/2019,11:00,,,Harassment / Intimidation - Sex Crimes,13C,Intimidation,543,8400  E 103 TER,KANSAS CITY,64134,,SPD,N,SUS,B,M,45,false,"8400  E 103 TER
KANSAS CITY 64134
(38.936767, -94.491855)"
KC19035370,05/14/2019,08:27,05/14/2019,09:00,,,City/Municipal Warrant Arrest,,,543,7300  E 108TH DR,KANSAS CITY,64134,PJ6955,SPD,N,ARR CHA SUS,B,M,37,false,"7300  E 108TH DR
KANSAS CITY 64134
(38.926385, -94.505272)"
KC19030640,04/26/2019,21:05,04/26/2019,21:05,,,Recovered Stolen Auto,,,312,STILLWELL AVE and N CHOUTEAU,KANSAS CITY,64120,PJ0015,EPD,N,SUS,B,M,39,false,
